pxcor, pycor, elevation, gradient
5,-58,732.2441558837891,0.5092817680906601
0,6,797.3338928222656,0.23431494723462132
-24,-60,558.3114013671875,0.4995825930294373
52,84,457.8648910522461,0.4333237241874619
62,-100,647.9983062744141,0.4486779211532056
100,-42,411.0355529785156,0.18986610261950349
55,-11,471.9057312011719,0.31723304905452765
-37,-84,514.4236450195312,0.2999458968519557
-53,36,673.1162719726562,0.13896555114077513
75,-67,541.0416870117188,0.4039544060647572
10,100,686.6660461425781,0.10724802812429392
19,-3,642.4157409667969,0.5623653671222579
15,-73,695.4385681152344,0.5085251036461549
31,-97,748.7205200195312,0.19741285879992143
-13,54,633.4269409179688,0.4336354167793856
33,21,597.6002197265625,0.4829537729718578
-79,84,574.3763732910156,0.3698189109623234
19,-47,753.1230163574219,0.5821098582907662
10,-24,746.4840393066406,0.512669512505757
-51,0,706.8427581787109,0.5719292345640576
46,-99,719.1016540527344,0.4328256529870893
-69,43,629.0181884765625,0.5023473792088429
26,-12,607.6817321777344,0.5743033017796648
18,-1,663.0936431884766,0.5981598493300915
4,-44,729.702880859375,0.5667023033413675
-98,-8,650.0409851074219,0.32756826120950244
-22,92,508.58795166015625,0.42772540202031456
82,96,373.3258056640625,0.3325422850576474
-67,48,655.0421600341797,0.3685115304368112
34,-35,656.4495239257812,0.5057186847601836
89,-26,450.71942138671875,0.41203843650201
75,94,382.07945251464844,0.37360994507014195
-80,25,537.7952270507812,0.4129316733041509
21,22,650.41748046875,0.489155205653613
-89,13,517.0169677734375,0.2858298319978236
7,79,606.7410583496094,0.22614345001781033
-31,60,531.8265686035156,0.20232877682415
-33,82,469.38417053222656,0.17596736187930506
15,-17,691.9985198974609,0.6076762639767891
23,26,623.8667907714844,0.4820053438456713
74,81,350.95404052734375,0.39991759487533873
48,99,490.2433624267578,0.4258860183603055
-52,-14,737.0181579589844,0.17658371183951224
43,-8,514.3206024169922,0.3680264924347122
5,-95,628.7778778076172,0.46942299630171924
-99,-86,368.3406677246094,0.28775835261121174
91,4,343.06640625,0.18480512226657256
-6,-28,740.5990295410156,0.5212003128164444
85,1,363.39231872558594,0.23608128825952818
46,-67,654.8896179199219,0.3793254027283997
-12,24,728.72900390625,0.4888881793906232
-72,-44,621.7595520019531,0.304385158495516
33,-45,662.5788879394531,0.5893985291032101
-35,30,657.9673156738281,0.36730057444719005
-28,-36,621.2665710449219,0.3317238151296038
-17,-80,568.6998596191406,0.5128723627548553
26,-79,718.7366943359375,0.36492260303478896
-53,-65,473.24024963378906,0.3230023963135281
56,63,435.5403747558594,0.341611437338996
98,59,273.1927490234375,0.33292957217974006
87,32,405.2857131958008,0.4798966380406228
-100,-50,505.59901428222656,0.37995725290506177
74,-14,452.7879638671875,0.3562352914344658
-61,79,542.8429870605469,0.40175506255072657
51,80,445.66102600097656,0.43514070147112127
24,57,543.6487274169922,0.4069072440684458
86,55,313.7779235839844,0.3123539541759682
-59,29,645.6441650390625,0.5505030825412065
33,84,523.9453430175781,0.3959839156078232
33,-2,585.77978515625,0.528111678647123
28,61,513.5444946289062,0.38390645235063847
-94,-29,670.2425842285156,0.7076586948066941
95,-10,397.55540466308594,0.27916266141834223
-100,84,541.79541015625,0.39611899629498604
-14,-63,614.4238586425781,0.5693071545598475
38,-15,544.4909362792969,0.43492616598431955
49,2,518.6218109130859,0.46303877870453675
-52,54,619.2198791503906,0.49259242294416417
-68,-89,391.68870544433594,0.308411293943225
23,77,529.4281921386719,0.39671610533758983
-2,-53,672.0231323242188,0.554360472309064
-80,-97,354.5328674316406,0.25920622064622106
38,-98,746.3462829589844,0.24978367668916482
41,31,519.6747741699219,0.4110515378772496
-92,-54,507.64341735839844,0.46733821166474654
-29,5,780.9217071533203,0.34313370126447906
29,-18,609.7609252929688,0.563840100466281
-77,-40,636.2993774414062,0.3808454634160885
-43,50,598.3189392089844,0.4009635698580658
-7,-19,769.9085235595703,0.377222825454023
8,59,617.9474487304688,0.45730996449078526
-47,-84,482.2753601074219,0.36931144009002126
-7,72,595.5413208007812,0.35119095078890555
28,-67,717.790283203125,0.37408263941083564
47,94,485.2918395996094,0.4285151329307285
51,-94,676.3043518066406,0.4413231739841713
-73,75,597.2976226806641,0.3390123884219107
-93,-56,488.0396728515625,0.4722753543691771
-62,24,622.7772827148438,0.5158564641431979
89,81,291.2610778808594,0.302554106089842
-59,56,648.8384399414062,0.4517780565866326
-75,-92,373.62725830078125,0.22715333508745567
-21,-81,561.1946411132812,0.46904081822468513
42,-97,735.7298889160156,0.35946994004476607
-65,-30,654.6683959960938,0.6288823263771746
40,-32,627.7261352539062,0.48664053693885767
-4,-56,671.3291320800781,0.5476172209533533
57,-47,534.3212890625,0.2577844714678729
-42,-48,538.2531127929688,0.26815356767670806
-12,35,702.0805053710938,0.4092380151604683
-59,24,642.7325134277344,0.5481145441588278
-59,-94,423.1805725097656,0.28938839808991945
46,-54,579.1474304199219,0.33930601829807383
-36,50,576.7819976806641,0.31155974604752024
-88,-63,488.77728271484375,0.3161486360455945
-27,94,483.4516296386719,0.43833422492985963
70,-70,572.4838256835938,0.38915393611049925
-99,-59,458.04811096191406,0.307365094368129
69,-78,600.769287109375,0.4342683789114003
-4,-52,662.9357757568359,0.5234653824459274
8,99,677.1604614257812,0.24203057737578457
57,26,511.9990539550781,0.3442371654404299
-3,98,633.0943298339844,0.6052304331191698
20,-77,699.607666015625,0.5087645340958783
-71,-86,382.64892578125,0.17861781074098673
-10,-32,703.3680725097656,0.5267581187588715
100,14,313.47618103027344,0.3624884248351375
-71,-92,383.4336853027344,0.26794136648341293
67,-19,495.42283630371094,0.37701541842687425
-47,-39,566.1795654296875,0.31635838070017536
96,50,326.2105484008789,0.35922546614930195
78,30,449.69618225097656,0.5014778620151794
20,35,594.281494140625,0.5460418332603867
88,-62,480.9080505371094,0.3405672087378797
62,-7,446.79554748535156,0.2490221656423662
43,27,526.8813171386719,0.4115187244471825
-24,39,629.7281799316406,0.3889744420700217
16,59,576.5650024414062,0.45364055233689415
-29,-26,681.8141174316406,0.4539682442876143
89,38,391.7956237792969,0.3950986861534256
70,-15,465.37890625,0.36438353130382956
67,-82,612.7214050292969,0.41993565331309834
24,-88,698.6676025390625,0.5493409428625171
-31,-76,546.446533203125,0.4348513408936977
-54,13,692.4306945800781,0.6153156133834018
-97,36,475.3198699951172,0.43118171637920655
55,61,448.0592956542969,0.2826573502712793
18,-34,736.9122619628906,0.48182329888760345
13,46,615.2132568359375,0.5913518041105177
86,100,374.02357482910156,0.33555332156641826
72,-9,424.7089385986328,0.3700614025273645
-58,72,576.147705078125,0.3477033523074512
20,-92,674.0791015625,0.4868109313972704
-90,-8,638.1362915039062,0.39593516356285696
41,-31,618.9614868164062,0.4875353723948856
9,-99,669.0920715332031,0.5023804129421622
-5,3,818.2554321289062,0.2182478739202834
-18,-39,622.027099609375,0.40784481247401483
46,94,493.7773895263672,0.4499748416060187
-60,37,652.1685180664062,0.4737990114172288
87,-58,490.0382766723633,0.38118760000532764
82,-22,464.30322265625,0.29383318941645065
-51,68,576.2257537841797,0.4492421935801548
-28,68,510.1601257324219,0.30137485251817786
31,-14,575.7706298828125,0.5132309066667613
23,48,554.6280517578125,0.528276904499207
-26,-11,798.1570281982422,0.4387623998279278
12,-74,681.8669128417969,0.5254827807577078
75,54,346.2704772949219,0.2911049320023381
-80,-75,434.3102264404297,0.35263163176062284
-15,69,567.1306762695312,0.4388876365919812
67,13,472.61962890625,0.4771721370321394
49,-5,497.8145751953125,0.43273651821813075
-34,25,678.3487548828125,0.40692223579497927
55,92,459.6101379394531,0.35600126132080356
37,78,485.2425231933594,0.3510453681589773
-45,-71,464.47511291503906,0.28396862879073254
8,36,657.4032897949219,0.6361930313909872
13,13,731.3630065917969,0.48722665515774394
-44,2,757.1475524902344,0.4477920951061926
95,-81,525.677490234375,0.42509813005569574
62,-19,507.4172134399414,0.3814606038960636
10,54,623.4365234375,0.4850098778236684
-69,-5,665.92724609375,0.4794543595243198
-88,100,539.6600036621094,0.18952043174578925
10,-72,682.7549438476562,0.4944755133467825
-20,60,574.8991546630859,0.47275667993158216
4,-74,652.4040222167969,0.4579709188780843
-67,-82,397.6115493774414,0.2241447313879878
-91,-93,347.60450744628906,0.2157986899449548
-90,36,505.2054138183594,0.4472810520099319
28,-76,730.5160827636719,0.10825466192933286
2,88,621.4418792724609,0.3644557041253502
-23,27,663.6587524414062,0.2868823507070077
5,-48,729.5418853759766,0.5595403259620246
-40,-83,508.0041809082031,0.3408945565267407
66,7,439.5784912109375,0.4022233785333461
-38,31,667.59521484375,0.40256350313580547
61,-62,587.7089538574219,0.33723978549492195
62,-27,531.9334259033203,0.29206004994277773
62,42,416.8682403564453,0.324776510695455
44,-57,596.9661560058594,0.3926907632922826
14,4,728.171142578125,0.5996050069428046
30,33,558.2086944580078,0.41320778183622725
-26,4,785.3846130371094,0.3691560979491058
98,66,257.1348114013672,0.3769420563984827
92,-34,420.26556396484375,0.29619247219348976
64,59,403.6206970214844,0.422841478117257
83,42,393.5999298095703,0.4249238999014706
43,39,493.020263671875,0.3671589025624353
79,-85,548.6576843261719,0.3609868677774285
25,-7,599.5128784179688,0.5127282652556276
-19,18,716.6516418457031,0.4129016738533062
45,-62,619.7010192871094,0.41058439958478965
-41,87,450.7368621826172,0.22563387534736704
64,72,382.4453430175781,0.2829414558440182
49,-69,657.2482604980469,0.41253782609715894
-6,39,704.6033630371094,0.20875743265462743
-6,30,732.5841064453125,0.21767706043901375
21,-35,730.2980194091797,0.46939051291983735
-19,10,763.4596557617188,0.41550525705297886
68,6,433.45101165771484,0.4058815110726697
-92,-53,512.8145523071289,0.45559502623317605
-20,-59,585.6912689208984,0.5244681447704849
-63,-43,598.4206237792969,0.4302796372556632
-71,-7,668.5810546875,0.5300563867420514
25,70,503.4473571777344,0.3312821911556779
15,-96,670.3591918945312,0.4679806643773491
-97,49,503.5281066894531,0.49627256669282227
20,37,585.3527526855469,0.5417936077502701
27,-22,634.232421875,0.5645730940162337
87,-69,497.14051055908203,0.37145963384164055
-66,70,605.3338928222656,0.3885839345350333
18,-64,749.1049346923828,0.24158267896787344
-98,95,551.2080078125,0.320712740926882
11,-14,717.2057495117188,0.6521993992613506
57,-27,547.8528747558594,0.29135780081917817
-53,-60,507.35536193847656,0.37454642613390354
25,-81,714.5491943359375,0.46061522702458874
-57,70,582.2716979980469,0.38023146046220413
-5,-42,676.8587341308594,0.5701492039350253
-19,37,665.5579223632812,0.46903072301040527
48,-36,580.3348999023438,0.4915552259230924
90,5,345.8500213623047,0.21003204732331232
-55,12,670.4942016601562,0.5997138869842005
46,53,456.1801223754883,0.3327907261877628
79,-73,542.3945922851562,0.48137284902730854
-25,-71,560.75537109375,0.4431340369036671
45,-99,726.6673278808594,0.41844850203685624
100,6,314.07977294921875,0.25355728262971766
48,-51,571.1481628417969,0.3416880739214363
84,40,400.7238464355469,0.3987081795552133
-9,72,589.4409484863281,0.37870428730096384
3,-15,766.0478820800781,0.5190803783928265
98,-54,442.1884460449219,0.15974065886283062
71,-2,406.3244400024414,0.33274842626108975
-37,58,544.7735900878906,0.2720118454742707
85,-38,439.9969787597656,0.28201509731683116
-71,43,615.2521362304688,0.500976061574341
-35,20,708.8411254882812,0.3985648450313406
-41,39,638.3225402832031,0.3971790897763877
-55,-60,515.7568969726562,0.38710308233746193
74,-1,395.21471405029297,0.29633928267534243
9,19,713.2451782226562,0.5327852159030741
91,-29,428.1796112060547,0.4117681488372905
-8,-30,713.3547973632812,0.5197135645042403
-45,38,653.2978515625,0.3651324598260268
47,-97,704.1330871582031,0.4714365840244215
96,-87,564.2283782958984,0.21009525955919728
-23,-90,500.42415618896484,0.2673973793349076
-39,37,642.9397583007812,0.3901689216703155
73,-41,477.1965637207031,0.2641642176186908
78,34,441.3312072753906,0.4020095892963611
89,82,291.2610778808594,0.302554106089842
-22,-61,569.6255187988281,0.5206445361444962
-23,-43,594.6202392578125,0.2924629069435491
-83,-16,695.9542694091797,0.3759450445126582
-72,-57,533.1831665039062,0.3895366817021436
11,-86,618.8380126953125,0.41927244517707646
66,-70,582.4261474609375,0.3706737763467647
-40,-50,534.9242248535156,0.26458171287171595
-65,-81,405.00599670410156,0.19855414091847168
7,59,625.6881103515625,0.450675398470423
-46,23,707.8850708007812,0.2267503837477986
-86,-66,480.9518585205078,0.289932809712262
71,66,376.45679473876953,0.336404661342685
87,-23,454.01007080078125,0.3318616332687578
16,-10,661.9028625488281,0.5992563117214939
57,31,486.5558624267578,0.36586102422421785
25,76,514.3663330078125,0.34759450137565595
86,-89,555.5437316894531,0.32403159241165824
-81,-91,360.2101745605469,0.17336268436722285
-99,-62,447.61997985839844,0.3151238950177042
99,-51,435.0998229980469,0.1627870407457108
-47,-22,680.7742309570312,0.5116317284169564
-87,-32,664.2356262207031,0.6139907012497764
-94,88,572.5017700195312,0.2930978575778872
-49,-4,722.0154724121094,0.538151709169548
-5,-94,569.5140380859375,0.4332691788205415
77,71,352.03466796875,0.3117915737899415
-80,-99,350.4668502807617,0.25203619047823195
89,-70,489.6382293701172,0.31569875068051456
-30,-2,810.6638793945312,0.2622852306542929
92,-26,431.97613525390625,0.5123962662488595
47,-76,689.9528503417969,0.4357266571308552
-4,-94,577.0490417480469,0.4329804775644123
88,-58,483.80682373046875,0.4142133744371657
-73,-72,446.8786926269531,0.32867764619384415
69,-83,597.574951171875,0.4517790546654793
-69,-3,657.5305786132812,0.48955335214141016
26,99,613.8493347167969,0.4953974380927541
-69,-9,688.9784851074219,0.4582189461870424
82,-17,442.3223876953125,0.3090890148287473
-42,15,737.2570190429688,0.17791797755594824
-77,-90,369.22181701660156,0.15631833543292656
-43,23,712.3025207519531,0.21855616792029955
76,96,392.89048767089844,0.3897240208694268
90,-28,439.9675979614258,0.4580777336560221
47,-18,531.6042175292969,0.42192401644294697
58,-14,486.26092529296875,0.4014011982611336
41,23,549.3143615722656,0.4228471194738579
56,-22,535.5091552734375,0.3258777145453053
73,77,351.02415466308594,0.33350485397171503
68,72,368.58495330810547,0.2755890699546985
-84,10,537.2388305664062,0.2991720647545131
37,53,493.1403045654297,0.3700674067528444
76,100,413.36671447753906,0.4005724495618991
-29,-4,820.0589599609375,0.23443714419276263
3,3,780.1528015136719,0.5357914738544411
-91,24,484.8048400878906,0.36746597060148034
93,-79,511.02770233154297,0.3175720571389339
95,-9,393.1795654296875,0.2605191680710414
-47,-20,699.9981079101562,0.5357443898051443
-69,-98,386.2842102050781,0.2671305473902481
-52,-28,651.79296875,0.46708304427407665
27,83,539.8008575439453,0.4272813970640064
51,62,455.5973663330078,0.23475061194187635
-87,-63,488.77728271484375,0.3161486360455945
0,-15,778.8647766113281,0.3332982397854964
-12,-46,626.81640625,0.4583873050745786
-71,-95,381.2240447998047,0.27970464652638305
31,-19,593.1856079101562,0.5206321334238129
15,-80,656.3496246337891,0.4896052420422479
22,-98,711.5389404296875,0.45011480264523035
-39,36,642.9397583007812,0.3901689216703155
83,-29,468.3704833984375,0.3539519392027336
27,52,535.2382202148438,0.4461149500372674
85,24,410.69627380371094,0.5640791295970405
85,-84,532.7987670898438,0.2764486489400355
19,74,536.8005065917969,0.41800383600793833
37,-87,744.1696624755859,0.12496234205642276
61,-70,605.0148315429688,0.4309270541133266
11,-7,705.144287109375,0.6856573881793105
18,11,709.3134155273438,0.5369459885766398
-36,35,642.9663848876953,0.35797235338411737
97,45,341.56915283203125,0.3468302380913946
-18,10,763.4596557617188,0.41550525705297886
94,42,359.02061462402344,0.3122876798932268
-8,-13,801.4518432617188,0.34694988640789265
-67,17,598.1453399658203,0.4822459520732143
21,12,688.9012756347656,0.5363024114246813
-13,86,541.3592224121094,0.4412574389345708
-1,-83,584.1740875244141,0.34682480983500935
51,-9,482.7198028564453,0.3646604225521163
33,37,534.4046630859375,0.35445628145739166
8,42,646.8620452880859,0.6024200894008493
7,75,599.4615478515625,0.321706063666203
-46,11,731.5991516113281,0.3874655718675461
43,-23,574.2713470458984,0.47990010671618727
1,20,757.4454040527344,0.28146827525804863
79,-15,440.4374084472656,0.3436611013946048
91,53,310.8533935546875,0.32622281004013165
-26,-52,558.1922760009766,0.28137782957563057
-93,-8,645.09326171875,0.3544866221634867
-66,79,552.1577453613281,0.4358096959634257
95,-46,427.14158630371094,0.3191784080532232
-12,-51,619.3562927246094,0.4290343328438987
43,31,513.3886108398438,0.40611442124767655
-40,28,688.6293334960938,0.3606778366692077
-79,-8,651.1025695800781,0.5025770656339348
-88,-18,703.8215942382812,0.2787013137605652
17,37,603.5350952148438,0.5796506380679216
82,40,406.095947265625,0.39523355178147906
49,44,456.0571594238281,0.4012368170890006
78,60,331.5525360107422,0.393097545116052
42,-92,728.8723754882812,0.38958781260156333
72,24,490.27198791503906,0.4567937747350255
47,-28,578.4994201660156,0.39159630836324244
66,-28,517.4396667480469,0.2727436556164473
-42,-82,501.5569534301758,0.36593623529530456
51,35,469.7077178955078,0.3146564872267338
64,18,509.48704528808594,0.4156453947213108
-9,-49,637.4706726074219,0.49189804964582184
9,-5,704.65380859375,0.7064340731816405
-21,58,574.1048889160156,0.4642834769654084
7,66,606.9483947753906,0.43556681863445934
26,-82,711.7679748535156,0.5178792197002228
-27,-96,474.20277404785156,0.2329060674542229
-30,93,466.0023803710938,0.40848792258256494
-29,31,648.5007019042969,0.23923190147181597
32,-64,687.3377685546875,0.5364171979512302
96,-48,431.50057220458984,0.2497109771021195
19,-62,747.8493957519531,0.35942160379249444
-71,15,574.0380554199219,0.4413360410585614
